name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
mumbai,2024-05-01,32,28,29.8,36.5,30,32.7,21.6,62.1,0,0,0,,0,0,33.5,20.2,280.8,1005.7,9.9,3.9,313.3,27,10,15,2024-05-01T06:10:45,2024-05-01T19:01:03,0.75,Clear,Clear conditions throughout the day.,clear-day,"VABB,VAJJ,43003099999"
mumbai,2024-05-02,32.7,27,29.1,38.6,29.2,32.3,22.4,67.9,0,0,0,,0,0,35.3,18.7,251.7,1006.2,17.1,3.5,316.6,27.3,10,10,2024-05-02T06:10:11,2024-05-02T19:01:23,0.79,Clear,Clear conditions throughout the day.,clear-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-03,32.8,25.2,29,39.4,25.2,33,23.6,73.1,0,0,0,,0,0,33.5,22.3,288,1007.3,5.7,9.2,314,27.1,10,10,2024-05-03T06:09:39,2024-05-03T19:01:43,0.83,Clear,Clear conditions throughout the day.,clear-day,"43058099999,VABB,VAJJ,43003099999,43057099999,remote,43060099999"
mumbai,2024-05-04,32.6,26.7,29.1,40.9,26.7,34.8,25.2,79.5,0,0,0,,0,0,31.7,22.3,283.9,1008.4,29.3,10.1,300.1,25.9,10,15,2024-05-04T06:09:07,2024-05-04T19:02:04,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,43003099999,43057099999,remote,43060099999"
mumbai,2024-05-05,33.4,28.4,30.7,43.8,33.7,38,25.6,75,0,0,0,,0,0,37.1,19.3,284.4,1006.4,20.2,3.3,305.9,26.6,10,60,2024-05-05T06:08:36,2024-05-05T19:02:25,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-06,31.7,28.2,30.1,38.9,33.6,36.6,25.4,76.4,0,0,0,,0,0,33.5,24.5,285.2,1007.4,33.1,4.3,303.7,26.3,10,30,2024-05-06T06:08:06,2024-05-06T19:02:46,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,remote,43060099999"
mumbai,2024-05-07,32.7,28.4,30.3,39.7,33.2,36.5,24.9,73.4,0,0,0,,0,0,35.3,20.5,262.1,1008.2,46,3.5,297.9,25.7,9,60,2024-05-07T06:07:36,2024-05-07T19:03:07,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-08,32.1,28,30,38.3,32.3,35.9,24.8,73.9,0,0,0,,0,0,33.5,21.2,267.9,1007.8,38.2,3.7,294.3,25.4,10,30,2024-05-08T06:07:08,2024-05-08T19:03:29,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-09,32.7,27.9,30.3,39.4,31.7,36.5,24.9,73.2,0,0,0,,0,0,35.3,24.8,278.9,1007.2,40.2,3.5,295.8,25.5,10,30,2024-05-09T06:06:41,2024-05-09T19:03:51,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-10,32.4,28,30.1,39.3,32.2,35.7,24.5,72.3,0,0,0,,0,0,35.3,21.1,288.1,1008.4,33.7,3.7,285.4,24.6,9,30,2024-05-10T06:06:14,2024-05-10T19:04:13,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-11,33,27.9,30.6,41.6,32.5,37.2,25.2,73.7,0,0,0,,0,0,38.9,19.8,311.6,1008.8,25.7,3.4,294.6,25.3,10,60,2024-05-11T06:05:49,2024-05-11T19:04:35,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-12,33.5,28.8,31.1,42.2,34.3,37.4,24.7,69.4,0,0,0,,0,0,38.5,24.2,301.2,1008.9,43.6,3.4,262.8,22.6,9,75,2024-05-12T06:05:24,2024-05-12T19:04:57,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-13,33.5,26.3,30,42.9,26.3,36.5,25.3,76.4,20,100,4.17,rain,0,0,62.5,48.5,326.7,1008.6,51.5,3.2,288.1,24.8,9,60,2024-05-13T06:05:01,2024-05-13T19:05:20,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-14,35.7,26.8,31.2,45.1,29.5,36.6,23.8,66.2,0,0,0,,0,0,37.1,18.4,358.5,1007.7,25.2,2.9,300.5,26,10,60,2024-05-14T06:04:38,2024-05-14T19:05:42,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-15,35.9,29,32.3,46.3,33,39.8,25,66.8,0,0,0,,0,0,28.1,19.4,286.9,1008.1,11,2.9,303,26.2,9,75,2024-05-15T06:04:16,2024-05-15T19:06:05,0.25,Clear,Clear conditions throughout the day.,clear-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-16,34.4,29.9,31.8,47.8,32.4,40.3,25.4,70.3,0,0,0,,0,0,25.2,23,267.1,1007.7,34.4,3.1,295.6,25.5,9,75,2024-05-16T06:03:56,2024-05-16T19:06:28,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-17,34.4,29.6,31.7,42.4,32.6,38.3,24.4,66.1,0,0,0,,0,0,27.4,21.2,244.3,1007.1,38.2,3,293.2,25.2,10,75,2024-05-17T06:03:36,2024-05-17T19:06:51,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-18,33.7,30,31.6,46.1,36.2,42.5,27.5,79.5,0,0,0,,0,0,31.7,20.5,259.3,1004.8,36.2,3.1,293.6,25.3,10,75,2024-05-18T06:03:18,2024-05-18T19:07:14,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-19,34,30,31.6,45.7,38.8,41.5,26.9,76.6,0,0,0,,0,0,31.7,19.4,247.1,1003.1,29.7,3.2,289.7,25.1,9,30,2024-05-19T06:03:00,2024-05-19T19:07:37,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-20,34,29.7,31.6,45.5,36.6,41.8,27.1,76.9,0,0,0,,0,0,35.3,20.5,243.6,1003.7,43.2,3.4,289,24.9,9,75,2024-05-20T06:02:43,2024-05-20T19:08:01,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,AUBD,43003099999,43057099999,43060099999"
mumbai,2024-05-21,34,30,31.9,48.1,37.9,42.4,27.2,76.1,0,0,0,,0,0,37.1,21.7,269.6,1003.1,30,3.3,291.5,25.2,9,75,2024-05-21T06:02:28,2024-05-21T19:08:24,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-22,33.9,30.7,31.9,47.2,39.4,42.9,27.5,77.8,0,0,0,,0,0,31.7,19.3,257.9,1002.9,41.6,3.3,283.2,24.5,9,75,2024-05-22T06:02:13,2024-05-22T19:08:47,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-23,34.5,29.8,31.6,47.5,39.3,42.6,27.6,79.9,0,0,0,,0,0,30.2,20.5,258.6,1002,41.2,3.3,285.9,24.9,9,75,2024-05-23T06:02:00,2024-05-23T19:09:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-24,33.9,30,31.6,45,38.4,41.3,26.8,76.2,0,0,0,,0,0,33.5,18.4,254.3,1002,46.9,3.2,290.1,25.1,9,60,2024-05-24T06:01:47,2024-05-24T19:09:34,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-25,33.9,30,31.4,44.3,37.6,39.9,26.2,74.3,0,0,0,rain,0,0,27,22.3,262.9,1003.2,47.8,3.2,264.4,22.7,9,60,2024-05-25T06:01:36,2024-05-25T19:09:57,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-26,33.3,30,31.5,44.2,36.2,40.7,26.5,74.7,0,0,0,rain,0,0,32,20.5,267.8,1004.2,49.7,3.3,242.9,21,7,60,2024-05-26T06:01:26,2024-05-26T19:10:20,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-27,33.5,30.6,31.3,44.9,38.7,40.8,26.8,77.5,0,0,0,rain,0,0,31.7,20.5,256.6,1003.9,67.5,3.1,122.2,10.5,4,60,2024-05-27T06:01:16,2024-05-27T19:10:43,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-28,34.8,30,31.5,44.7,38,40.2,26.3,73.9,0,0,0,rain,0,0,33.5,18.7,246.5,1004.2,49.6,3.1,274,23.7,9,60,2024-05-28T06:01:08,2024-05-28T19:11:06,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-29,33.5,30,31.4,42.1,36.7,39.4,25.7,72.1,0,0,0,rain,0,0,35.3,22.3,240.2,1004.2,46.3,3.3,282.1,24.4,9,60,2024-05-29T06:01:00,2024-05-29T19:11:29,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-30,33.6,30,31.5,43.1,37.2,40,26.1,73.3,0,0,0,rain,0,0,29.9,18.4,244.5,1005.4,45,3.3,279,24,9,60,2024-05-30T06:00:54,2024-05-30T19:11:52,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-05-31,34.6,30.2,32.1,45.7,38.4,41.7,26.6,73.4,0,0,0,rain,0,0,31.7,21.2,252.7,1006,42.4,3.2,273.8,23.6,9,60,2024-05-31T06:00:49,2024-05-31T19:12:15,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-01,34.2,30,31.9,44.2,38,40.9,26.4,73.1,0,0,0,rain,0,0,24.8,20.5,254.2,1005.8,45.2,3.5,285.9,24.7,9,75,2024-06-01T06:00:44,2024-06-01T19:12:37,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-02,34.3,30.7,32.1,42.8,37.8,40.2,25.7,69.4,0,0,0,rain,0,0,33.5,18.7,250.9,1006,35.8,3.5,280.8,24.2,9,75,2024-06-02T06:00:41,2024-06-02T19:12:59,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-03,34.3,31,32,43.5,38.6,40.6,25.9,70.6,0,0,0,rain,0,0,23,17.6,258.6,1006.2,52.2,3.2,228.3,19.8,7,75,2024-06-03T06:00:39,2024-06-03T19:13:21,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-04,35,30.4,32.3,44.4,37.2,40.5,25.7,68.5,0,0,0,rain,0,0,33.5,22.3,262.4,1006.7,46,3.3,237.5,20.6,8,75,2024-06-04T06:00:37,2024-06-04T19:13:43,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-05,34,29,31.9,43.8,37.7,41.1,26.4,73.2,0.4,100,4.17,rain,0,0,33.5,21.7,258.3,1007,60.7,3,262.5,22.8,9,75,2024-06-05T06:00:37,2024-06-05T19:14:04,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-06,34,30,31.9,44,38.1,41.5,26.6,74,0,0,0,,0,0,31.7,19.9,275.1,1007.4,50.8,3.2,254.8,22,9,75,2024-06-06T06:00:37,2024-06-06T19:14:25,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-07,34.1,30.4,31.8,44.2,35.9,39.9,25.7,70.3,0,0,0,rain,0,0,35.3,24.1,282,1005.8,54.1,3.4,236.4,20.6,8,75,2024-06-07T06:00:39,2024-06-07T19:14:45,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-08,34.4,29,31.7,43.6,34.6,39.6,25.6,71,0,0,0,rain,0,0,33.5,22.3,295.2,1004.4,65.1,3.5,251.6,21.6,9,75,2024-06-08T06:00:41,2024-06-08T19:15:06,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-09,32,25.4,28.9,42.4,25.4,34.8,25.6,82.8,53,100,16.67,rain,0,0,26.3,18.4,225.1,1004.9,91.2,4.4,155.5,13.4,6,75,2024-06-09T06:00:45,2024-06-09T19:15:26,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VABB,43003099999,43057099999,remote,43060099999"
mumbai,2024-06-10,30.3,25,27.5,38.9,25,30.3,24.8,85.8,49,100,16.67,rain,0,0,29.2,18.4,188.4,1006.1,94.1,2.5,97.7,8.4,4,30,2024-06-10T06:00:49,2024-06-10T19:15:45,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-11,31,26,28.5,40.6,26,33.6,25.4,83.4,8,100,4.17,rain,0,0,31.3,19.4,239.8,1006.6,84.7,2.7,164.3,14,8,60,2024-06-11T06:00:54,2024-06-11T19:16:04,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-12,33,28,30.5,43.8,33.6,38.2,25.9,76.8,0,0,0,rain,0,0,33.1,16.6,231.7,1006.9,64.2,3.2,176.3,15.2,6,30,2024-06-12T06:01:00,2024-06-12T19:16:22,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-13,32,26.3,29.6,39.3,26.3,35.6,25.1,77.1,7,100,4.17,rain,0,0,28.1,15.4,211.7,1006.4,67.3,3.1,191.5,16.5,7,60,2024-06-13T06:01:07,2024-06-13T19:16:40,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-14,31,26,28.5,36.9,26,33,24.6,80.1,8,100,8.33,rain,0,0,31.7,14.8,189,1005.6,84.9,2.7,202.4,17.5,7,30,2024-06-14T06:01:14,2024-06-14T19:16:58,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-15,31.8,27,29.3,40.7,29.6,35.2,25,77.9,0,0,0,rain,0,0,33.8,20.5,185.7,1004.8,67,3.3,227.6,19.6,8,30,2024-06-15T06:01:23,2024-06-15T19:17:14,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-16,33.3,27,30,43.4,30.1,36,25,75,0,0,0,rain,0,0,29.9,19.4,208.7,1005.4,48.7,3.1,254.9,21.9,8,60,2024-06-16T06:01:32,2024-06-16T19:17:31,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-17,32,28,29.5,42.3,31.3,35.6,25.1,77.7,0.3,100,4.17,rain,0,0,32,18.4,198.2,1005.8,84.3,2.9,189.4,16.4,7,60,2024-06-17T06:01:42,2024-06-17T19:17:46,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-18,32,27,28.5,39.6,29.6,33.1,24.6,79.7,2,100,4.17,rain,0,0,34.6,20.5,185.6,1005.5,72.7,3.1,201.9,17.3,7,60,2024-06-18T06:01:52,2024-06-18T19:18:01,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-19,31,25,27.8,39.9,25,31.7,24.9,84.4,23,100,8.33,rain,0,0,46.4,27.7,191.3,1003.4,88.9,2.4,118.7,10.3,6,30,2024-06-19T06:02:04,2024-06-19T19:18:16,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-20,31,26,29,44.4,26,35.5,26.1,84.8,13.5,100,16.67,rain,0,0,39.2,18.4,213.4,1002.2,93.6,2.5,115.7,9.9,4,60,2024-06-20T06:02:16,2024-06-20T19:18:29,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-21,33.2,28,30.3,46.7,32,39.4,27,82.9,9.5,100,12.5,rain,0,0,38.9,20.5,230.1,1002.7,82,2.9,211.3,18.2,7,60,2024-06-21T06:02:29,2024-06-21T19:18:42,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-22,30.9,26,28.5,39.9,26,34,25.5,83.9,13,100,8.33,rain,0,0,42.5,19.8,119.7,1001.5,85.8,2.6,230.4,19.8,8,60,2024-06-22T06:02:42,2024-06-22T19:18:54,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-23,32.1,27,29.3,41.2,31.4,36.6,26.5,85.5,4,100,4.17,rain,0,0,35.3,18.7,201.1,1000.7,78,2.8,118.8,10.1,5,30,2024-06-23T06:02:56,2024-06-23T19:19:06,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-24,32.2,27,29.5,41.2,31.3,36.7,26.3,83.3,3.2,100,8.33,rain,0,0,35.3,17.6,195.1,999.1,72.3,3.2,164.2,14.2,6,30,2024-06-24T06:03:11,2024-06-24T19:19:16,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-25,34.9,27,30,44.2,30.1,36.3,25.3,76.8,0.5,100,4.17,rain,0,0,47.9,24.1,161.3,997.4,66.1,4,212.1,18.3,7,60,2024-06-25T06:03:26,2024-06-25T19:19:26,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43058099999,VABB,43003099999,43057099999,remote,43060099999"
mumbai,2024-06-26,32,27,28.9,41.1,31.2,35.2,26,85,18.5,100,16.67,rain,0,0,50,19.9,182.2,997.3,84.5,2.6,168.4,14.6,6,60,2024-06-26T06:03:42,2024-06-26T19:19:35,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-27,30,25,27.6,37.4,25,31.7,25.5,88.7,53,100,20.83,rain,0,0,57.2,29.5,196.7,1000,93.8,2.3,131.6,11.4,5,30,2024-06-27T06:03:59,2024-06-27T19:19:43,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-28,29,27,27.9,35.9,30.6,33.1,25.6,87.4,42,100,20.83,rain,0,0,56.2,18.4,194.6,1001.1,95.2,2,85,7.2,3,30,2024-06-28T06:04:15,2024-06-28T19:19:51,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-29,30.4,27.3,28.9,39.2,31.9,35.4,26,84.5,24,100,8.33,rain,0,0,47.5,21.8,207.3,1002.1,89.2,2.5,179.9,15.6,6,60,2024-06-29T06:04:33,2024-06-29T19:19:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-06-30,30,27,28.8,37.8,30.6,35.1,25.9,84.3,5,100,8.33,rain,0,0,47.2,21.8,214.7,1002.5,94.1,2.2,147.7,12.8,5,60,2024-06-30T06:04:51,2024-06-30T19:20:03,0.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-07-01,31,27.8,29.6,40.8,32.7,36.7,25.9,80.5,9,100,16.67,rain,0,0,59.4,29.5,216.3,1001.7,90.9,2.5,163.4,14.2,6,60,2024-07-01T06:05:09,2024-07-01T19:20:07,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-07-02,31.4,25.7,29,42.2,25.7,35.1,25.9,83.2,46,100,8.33,rain,0,0,61.6,27.5,226.6,1001.4,92.4,2.3,120.6,10.4,4,75,2024-07-02T06:05:27,2024-07-02T19:20:11,0.87,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-07-03,31.7,29,30,43,34.6,37.8,26.3,80.7,1.7,100,8.33,rain,0,0,51.8,27,214.7,1002.4,88.1,2.5,220,19,8,60,2024-07-03T06:05:46,2024-07-03T19:20:14,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-07-04,31.7,28.4,29.7,41.6,34,37.3,26.3,82.3,5,100,8.33,rain,0,0,46.4,27.7,223.7,1003.1,87.3,2.7,179.4,15.4,7,60,2024-07-04T06:06:06,2024-07-04T19:20:15,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-07-05,30.3,26.9,29.2,42.2,30.6,36.8,26.6,86.5,12,100,12.5,rain,0,0,44.6,22.5,226.4,1001.4,88.5,2.2,144,12.3,5,60,2024-07-05T06:06:25,2024-07-05T19:20:16,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-07-06,31.7,26,29.3,43,26,36.1,26.1,83.3,16,100,8.33,rain,0,0,51.8,33.5,231.2,1000.3,94.5,2.3,153.4,13.2,6,60,2024-07-06T06:06:45,2024-07-06T19:20:16,0,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-07-07,30.7,25,28.6,41.2,25,34.9,26,85.9,30,100,16.67,rain,0,0,40.7,22.3,237.7,1001.5,96.6,2.2,130.8,11.4,6,30,2024-07-07T06:07:06,2024-07-07T19:20:15,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-07-08,29,25,26.6,35.7,25,29.2,25.5,93.7,387,100,20.83,rain,0,0,33.1,18.4,113.1,1001.8,100,2.3,113.9,9.7,5,30,2024-07-08T06:07:26,2024-07-08T19:20:12,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,remote,43060099999"
mumbai,2024-07-09,28,25,26.1,32,25,27.1,24.3,90.1,29,100,8.33,rain,0,0,37.1,18.4,173.3,1003.3,96.2,2.3,65,5.5,2,10,2024-07-09T06:07:47,2024-07-09T19:20:09,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,43003099999,43057099999,43060099999"
mumbai,2024-07-10,30,25,26.8,35.1,25,28.7,24,85,13,100,12.5,rain,0,0,40.7,22.3,182.5,1005.7,88.6,3.5,203.9,17.6,7,30,2024-07-10T06:08:08,2024-07-10T19:20:05,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43058099999,VABB,43003099999,43057099999,remote,43060099999"
mumbai,2024-07-11,27.9,24,26.1,32.3,24,27,24.2,89.5,35,100,16.67,rain,0,0,42.5,25.2,207.2,1005.8,96.8,2.5,96.7,8.3,4,60,2024-07-11T06:08:29,2024-07-11T19:20:00,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,43003099999,43057099999,remote,43060099999"
mumbai,2024-07-12,29,24,26.2,34.6,24,27.7,24,88.8,112,100,25,rain,0,0,43.2,22.3,230.9,1003.7,100,2,35.4,3,1,30,2024-07-12T06:08:50,2024-07-12T19:19:53,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,43003099999,43057099999,43060099999"
mumbai,2024-07-13,27.3,24.8,26.2,31.5,24.8,27.1,24.7,91.5,114,100,25,rain,0,0,57.2,21.1,226.9,1002.9,100,2,52.6,4.6,2,30,2024-07-13T06:09:11,2024-07-13T19:19:46,0.24,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-07-14,30,26,28,39.5,26,33.3,26,88.9,37,100,8.33,rain,0,0,46.8,21.8,258.5,1000.6,97.4,2.3,56.4,4.8,2,30,2024-07-14T06:09:32,2024-07-14T19:19:37,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2024-07-15,28.1,26,27.1,34.3,26,30.4,25.3,90,51,100,12.5,rain,0,0,36,13.1,227.8,1000.2,97,2,71.9,6.1,3,10,2024-07-15T06:09:54,2024-07-15T19:19:28,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
